"cruise","station","cast","cast_type","net_type","mesh","purpose","stableisotope_sizerange","PI_recipient","fixative","net_fraction","no_of_jars","comments_logsheets","comments_reMissingSample"
"EN617","L8",14,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"up at 20m/min","NA"
"EN617","L9",17,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"NA","NA"
"EN617","L10",18,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"Crazy keeping track of measurements on wire, ship speed all over the place. Not sure how it went deeper than the bottom depth, unless we headed toward deeper water and got lucky. No mud in net.","NA"
"EN617","L11",21,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"~215 m of wire out (bad measurement, probably--JKL)","NA"
"EN617","MVCO",35,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"NA","NA"
"EN617","L1",1,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"For this entire cruise, using different winch from last cruise, and it doesn't have a wire out or speed reading. Yay. Had to mark off wire lengths with tape. All casts had same/similar speeds up and down. For this cast, speed was about 8m/min. Based on TDR data, we didn't attach it, but I swear I did (I didn't offload the data and didn't realize there were no data showing a cast until later in the cruise--it worked for the rest of the casts.)","NA"
"EN617","L2",2,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"Wire in/out speed ~8m/min","NA"
"EN617","L3",5,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"Wire speed ~15 m/min","NA"
"EN617","L4",8,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"Wire speed 20 down, 17 up. 20-100um size fraction lost","NA"
"EN617","L5",9,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"Wire speed ~18 up and down","NA"
"EN617","L6",12,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"NA","NA"
"EN617","L7",13,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"NA","NA"
"EN617","L8",14,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"up at 20m/min","NA"
"EN617","L9",17,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"NA","NA"
"EN617","L10",18,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"Crazy keeping track of measurements on wire, ship speed all over the place. Not sure how it went deeper than the bottom depth, unless we headed toward deeper water and got lucky. No mud in net.","NA"
"EN617","L11",21,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"~215 m of wire out (bad measurement, probably--JKL)","NA"
"EN617","MVCO",35,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"NA","NA"
"EN617","L1",1,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"For this entire cruise, using different winch from last cruise, and it doesn't have a wire out or speed reading. Yay. Had to mark off wire lengths with tape. All casts had same/similar speeds up and down. For this cast, speed was about 8m/min. Based on TDR data, we didn't attach it, but I swear I did (I didn't offload the data and didn't realize there were no data showing a cast until later in the cruise--it worked for the rest of the casts.)","NA"
"EN617","L2",2,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"Wire in/out speed ~8m/min","NA"
"EN617","L3",5,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"Wire speed ~15 m/min","NA"
"EN617","L4",8,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,0,"Wire speed 20 down, 17 up. 20-100um size fraction lost","size fraction lost"
"EN617","L5",9,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"Wire speed ~18 up and down","NA"
"EN617","L6",12,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"NA","NA"
"EN617","L7",13,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"NA","NA"
"EN617","L8",14,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"up at 20m/min","NA"
"EN617","L9",17,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"NA","NA"
"EN617","L10",18,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"Crazy keeping track of measurements on wire, ship speed all over the place. Not sure how it went deeper than the bottom depth, unless we headed toward deeper water and got lucky. No mud in net.","NA"
"EN617","L11",21,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"~215 m of wire out (bad measurement, probably--JKL)","NA"
"EN617","MVCO",35,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"NA","NA"
"EN617","L1",1,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"For this entire cruise, using different winch from last cruise, and it doesn't have a wire out or speed reading. Yay. Had to mark off wire lengths with tape. All casts had same/similar speeds up and down. For this cast, speed was about 8m/min. Based on TDR data, we didn't attach it, but I swear I did (I didn't offload the data and didn't realize there were no data showing a cast until later in the cruise--it worked for the rest of the casts.)","NA"
"EN617","L2",2,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"Wire in/out speed ~8m/min","NA"
"EN617","L3",5,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"Wire speed ~15 m/min","NA"
"EN617","L4",8,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"Wire speed 20 down, 17 up. 20-100um size fraction lost","NA"
"EN617","L5",9,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"Wire speed ~18 up and down","NA"
"EN617","L6",12,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"NA","NA"
"EN617","L7",13,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"NA","NA"
"EN617","L8",14,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"up at 20m/min","NA"
"EN617","L9",17,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"NA","NA"
"EN617","L10",18,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"Crazy keeping track of measurements on wire, ship speed all over the place. Not sure how it went deeper than the bottom depth, unless we headed toward deeper water and got lucky. No mud in net.","NA"
"EN617","L11",21,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"~215 m of wire out (bad measurement, probably--JKL)","NA"
"EN617","MVCO",35,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"NA","NA"
"EN617","L1",1,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"For this entire cruise, using different winch from last cruise, and it doesn't have a wire out or speed reading. Yay. Had to mark off wire lengths with tape. All casts had same/similar speeds up and down. For this cast, speed was about 8m/min. Based on TDR data, we didn't attach it, but I swear I did (I didn't offload the data and didn't realize there were no data showing a cast until later in the cruise--it worked for the rest of the casts.)","NA"
"EN617","L2",2,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"Wire in/out speed ~8m/min","NA"
"EN617","L3",5,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"Wire speed ~15 m/min","NA"
"EN617","L4",8,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"Wire speed 20 down, 17 up. 20-100um size fraction lost","NA"
"EN617","L5",9,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"Wire speed ~18 up and down","NA"
"EN617","L6",12,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"NA","NA"
"EN617","L7",13,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"NA","NA"
"EN617","L8",14,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"up at 20m/min","NA"
"EN617","L9",17,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"NA","NA"
"EN617","L10",18,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"Crazy keeping track of measurements on wire, ship speed all over the place. Not sure how it went deeper than the bottom depth, unless we headed toward deeper water and got lucky. No mud in net.","NA"
"EN617","L11",21,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"~215 m of wire out (bad measurement, probably--JKL)","NA"
"EN617","MVCO",35,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"NA","NA"
"EN617","L1",1,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"For this entire cruise, using different winch from last cruise, and it doesn't have a wire out or speed reading. Yay. Had to mark off wire lengths with tape. All casts had same/similar speeds up and down. For this cast, speed was about 8m/min. Based on TDR data, we didn't attach it, but I swear I did (I didn't offload the data and didn't realize there were no data showing a cast until later in the cruise--it worked for the rest of the casts.)","NA"
"EN617","L2",2,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"Wire in/out speed ~8m/min","NA"
"EN617","L3",5,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"Wire speed ~15 m/min","NA"
"EN617","L4",8,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"Wire speed 20 down, 17 up. 20-100um size fraction lost","NA"
"EN617","L5",9,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"Wire speed ~18 up and down","NA"
"EN617","L6",12,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"NA","NA"
"EN617","L7",13,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"NA","NA"
"EN617","L8",14,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"up at 20m/min","NA"
"EN617","L9",17,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"NA","NA"
"EN617","L10",18,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"Crazy keeping track of measurements on wire, ship speed all over the place. Not sure how it went deeper than the bottom depth, unless we headed toward deeper water and got lucky. No mud in net.","NA"
"EN617","L11",21,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"~215 m of wire out (bad measurement, probably--JKL)","NA"
"EN617","MVCO",35,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"NA","NA"
"EN627","L2",7,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"NOAA flowmeter on 150 after ours froze and opened up; reassembled for L4 and onward; the 150 flowcounts here are impossible--way too high. But this is based on the number next to a scratched out number on the datasheet. Using the scratched out number (used here; why it's in bold), the volume is reasonable.The 335 are way too low--which often happened this cruise (and I cannot explain it--going to send both back to GO, since it sometimes happened to our other one).","NA"
"EN627","L3",8,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"NOAA flowmete on 150; 150 flow seems reasonable, 335 too low; TDR data in same file as B7; 1 min pause at bottom","NA"
"EN627","L4",12,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"Llopiz flowmeter back on 150; 150 and 335 flow very different, but 150 looks right and 335 wrong again","NA"
"EN627","L6",16,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow off again; 150 looks good; 335 flowmeter taken apart before tow to fix an offset number (why end #from last cast so different from the start of this one (and it didn't fix the underestimate problem)","NA"
"EN627","L7",17,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"Both flows seem too low for a 20 min tow, but curiously they are close to each other. Confirm they're both off with distance traveled. Paused for 1 min at depth. About 2 min at the surface while getting 20um net unwrapped. Lots of centric diatoms.","NA"
"EN627","L8",19,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"Redid tow after hitting bottom (winch issues again); flows are similar again but kind of low again (did tow faster it appears based on angle, but check distance traveled)","NA"
"EN627","L9",22,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"Shallow target just in case they didn't fix the winch (they did). 335 flowmeter way off; took it apart before tow to fix an offset digit. Aborted initial tow due to no winch readout, but pulled up, fixed, rinsed, redeployed (reread flow numbers)","NA"
"EN627","L10",24,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"Now 150 flow meter is off and 335 looks reasonable","NA"
"EN627","L11",25,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow off, 150 looks reasonable. At surface for 3 min while 20um untwisted.","NA"
"EN627","Lu11c",29,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow off, 150 looks reasonable.","NA"
"EN627","L5",40,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow off, 150 looks reasonable.","NA"
"EN627","L1",44,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"Both flows look right. Sand lance (1 yo) caught in bongo and frozen.","NA"
"EN627","MVCO",45,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"Both flows look right.","NA"
"EN627","L2",7,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"NOAA flowmeter on 150 after ours froze and opened up; reassembled for L4 and onward; the 150 flowcounts here are impossible--way too high. But this is based on the number next to a scratched out number on the datasheet. Using the scratched out number (used here; why it's in bold), the volume is reasonable.The 335 are way too low--which often happened this cruise (and I cannot explain it--going to send both back to GO, since it sometimes happened to our other one).","NA"
"EN627","L3",8,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"NOAA flowmete on 150; 150 flow seems reasonable, 335 too low; TDR data in same file as B7; 1 min pause at bottom","NA"
"EN627","L4",12,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"Llopiz flowmeter back on 150; 150 and 335 flow very different, but 150 looks right and 335 wrong again","NA"
"EN627","L6",16,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"335 flow off again; 150 looks good; 335 flowmeter taken apart before tow to fix an offset number (why end #from last cast so different from the start of this one (and it didn't fix the underestimate problem)","NA"
"EN627","L7",17,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"Both flows seem too low for a 20 min tow, but curiously they are close to each other. Confirm they're both off with distance traveled. Paused for 1 min at depth. About 2 min at the surface while getting 20um net unwrapped. Lots of centric diatoms.","NA"
"EN627","L8",19,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"Redid tow after hitting bottom (winch issues again); flows are similar again but kind of low again (did tow faster it appears based on angle, but check distance traveled)","NA"
"EN627","L9",22,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"Shallow target just in case they didn't fix the winch (they did). 335 flowmeter way off; took it apart before tow to fix an offset digit. Aborted initial tow due to no winch readout, but pulled up, fixed, rinsed, redeployed (reread flow numbers)","NA"
"EN627","L10",24,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"Now 150 flow meter is off and 335 looks reasonable","NA"
"EN627","L11",25,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"335 flow off, 150 looks reasonable. At surface for 3 min while 20um untwisted.","NA"
"EN627","Lu11c",29,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"335 flow off, 150 looks reasonable.","NA"
"EN627","L5",40,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"335 flow off, 150 looks reasonable.","NA"
"EN627","L1",44,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"Both flows look right. Sand lance (1 yo) caught in bongo and frozen.","NA"
"EN627","MVCO",45,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"Both flows look right.","NA"
"EN627","L2",7,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"NOAA flowmeter on 150 after ours froze and opened up; reassembled for L4 and onward; the 150 flowcounts here are impossible--way too high. But this is based on the number next to a scratched out number on the datasheet. Using the scratched out number (used here; why it's in bold), the volume is reasonable.The 335 are way too low--which often happened this cruise (and I cannot explain it--going to send both back to GO, since it sometimes happened to our other one).","NA"
"EN627","L3",8,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"NOAA flowmete on 150; 150 flow seems reasonable, 335 too low; TDR data in same file as B7; 1 min pause at bottom","NA"
"EN627","L4",12,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"Llopiz flowmeter back on 150; 150 and 335 flow very different, but 150 looks right and 335 wrong again","NA"
"EN627","L6",16,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"335 flow off again; 150 looks good; 335 flowmeter taken apart before tow to fix an offset number (why end #from last cast so different from the start of this one (and it didn't fix the underestimate problem)","NA"
"EN627","L7",17,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"Both flows seem too low for a 20 min tow, but curiously they are close to each other. Confirm they're both off with distance traveled. Paused for 1 min at depth. About 2 min at the surface while getting 20um net unwrapped. Lots of centric diatoms.","NA"
"EN627","L8",19,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"Redid tow after hitting bottom (winch issues again); flows are similar again but kind of low again (did tow faster it appears based on angle, but check distance traveled)","NA"
"EN627","L9",22,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"Shallow target just in case they didn't fix the winch (they did). 335 flowmeter way off; took it apart before tow to fix an offset digit. Aborted initial tow due to no winch readout, but pulled up, fixed, rinsed, redeployed (reread flow numbers)","NA"
"EN627","L10",24,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"Now 150 flow meter is off and 335 looks reasonable","NA"
"EN627","L11",25,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"335 flow off, 150 looks reasonable. At surface for 3 min while 20um untwisted.","NA"
"EN627","Lu11c",29,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"335 flow off, 150 looks reasonable.","NA"
"EN627","L5",40,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"335 flow off, 150 looks reasonable.","NA"
"EN627","L1",44,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"Both flows look right. Sand lance (1 yo) caught in bongo and frozen.","NA"
"EN627","MVCO",45,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"Both flows look right.","NA"
"EN627","L2",7,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"NOAA flowmeter on 150 after ours froze and opened up; reassembled for L4 and onward; the 150 flowcounts here are impossible--way too high. But this is based on the number next to a scratched out number on the datasheet. Using the scratched out number (used here; why it's in bold), the volume is reasonable.The 335 are way too low--which often happened this cruise (and I cannot explain it--going to send both back to GO, since it sometimes happened to our other one).","NA"
"EN627","L3",8,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"NOAA flowmete on 150; 150 flow seems reasonable, 335 too low; TDR data in same file as B7; 1 min pause at bottom","NA"
"EN627","L4",12,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"Llopiz flowmeter back on 150; 150 and 335 flow very different, but 150 looks right and 335 wrong again","NA"
"EN627","L6",16,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"335 flow off again; 150 looks good; 335 flowmeter taken apart before tow to fix an offset number (why end #from last cast so different from the start of this one (and it didn't fix the underestimate problem)","NA"
"EN627","L7",17,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"Both flows seem too low for a 20 min tow, but curiously they are close to each other. Confirm they're both off with distance traveled. Paused for 1 min at depth. About 2 min at the surface while getting 20um net unwrapped. Lots of centric diatoms.","NA"
"EN627","L8",19,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"Redid tow after hitting bottom (winch issues again); flows are similar again but kind of low again (did tow faster it appears based on angle, but check distance traveled)","NA"
"EN627","L9",22,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"Shallow target just in case they didn't fix the winch (they did). 335 flowmeter way off; took it apart before tow to fix an offset digit. Aborted initial tow due to no winch readout, but pulled up, fixed, rinsed, redeployed (reread flow numbers)","NA"
"EN627","L10",24,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"Now 150 flow meter is off and 335 looks reasonable","NA"
"EN627","L11",25,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"335 flow off, 150 looks reasonable. At surface for 3 min while 20um untwisted.","NA"
"EN627","Lu11c",29,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"335 flow off, 150 looks reasonable.","NA"
"EN627","L5",40,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"335 flow off, 150 looks reasonable.","NA"
"EN627","L1",44,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"Both flows look right. Sand lance (1 yo) caught in bongo and frozen.","NA"
"EN627","MVCO",45,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"Both flows look right.","NA"
"EN627","L2",7,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"NOAA flowmeter on 150 after ours froze and opened up; reassembled for L4 and onward; the 150 flowcounts here are impossible--way too high. But this is based on the number next to a scratched out number on the datasheet. Using the scratched out number (used here; why it's in bold), the volume is reasonable.The 335 are way too low--which often happened this cruise (and I cannot explain it--going to send both back to GO, since it sometimes happened to our other one).","NA"
"EN627","L3",8,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"NOAA flowmete on 150; 150 flow seems reasonable, 335 too low; TDR data in same file as B7; 1 min pause at bottom","NA"
"EN627","L4",12,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"Llopiz flowmeter back on 150; 150 and 335 flow very different, but 150 looks right and 335 wrong again","NA"
"EN627","L6",16,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"335 flow off again; 150 looks good; 335 flowmeter taken apart before tow to fix an offset number (why end #from last cast so different from the start of this one (and it didn't fix the underestimate problem)","NA"
"EN627","L7",17,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"Both flows seem too low for a 20 min tow, but curiously they are close to each other. Confirm they're both off with distance traveled. Paused for 1 min at depth. About 2 min at the surface while getting 20um net unwrapped. Lots of centric diatoms.","NA"
"EN627","L8",19,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"Redid tow after hitting bottom (winch issues again); flows are similar again but kind of low again (did tow faster it appears based on angle, but check distance traveled)","NA"
"EN627","L9",22,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"Shallow target just in case they didn't fix the winch (they did). 335 flowmeter way off; took it apart before tow to fix an offset digit. Aborted initial tow due to no winch readout, but pulled up, fixed, rinsed, redeployed (reread flow numbers)","NA"
"EN627","L10",24,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"Now 150 flow meter is off and 335 looks reasonable","NA"
"EN627","L11",25,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"335 flow off, 150 looks reasonable. At surface for 3 min while 20um untwisted.","NA"
"EN627","Lu11c",29,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"335 flow off, 150 looks reasonable.","NA"
"EN627","L5",40,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"335 flow off, 150 looks reasonable.","NA"
"EN627","L1",44,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"Both flows look right. Sand lance (1 yo) caught in bongo and frozen.","NA"
"EN627","MVCO",45,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"Both flows look right.","NA"
"EN627","L2",7,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"NOAA flowmeter on 150 after ours froze and opened up; reassembled for L4 and onward; the 150 flowcounts here are impossible--way too high. But this is based on the number next to a scratched out number on the datasheet. Using the scratched out number (used here; why it's in bold), the volume is reasonable.The 335 are way too low--which often happened this cruise (and I cannot explain it--going to send both back to GO, since it sometimes happened to our other one).","NA"
"EN627","L3",8,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"NOAA flowmete on 150; 150 flow seems reasonable, 335 too low; TDR data in same file as B7; 1 min pause at bottom","NA"
"EN627","L4",12,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"Llopiz flowmeter back on 150; 150 and 335 flow very different, but 150 looks right and 335 wrong again","NA"
"EN627","L6",16,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"335 flow off again; 150 looks good; 335 flowmeter taken apart before tow to fix an offset number (why end #from last cast so different from the start of this one (and it didn't fix the underestimate problem)","NA"
"EN627","L7",17,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"Both flows seem too low for a 20 min tow, but curiously they are close to each other. Confirm they're both off with distance traveled. Paused for 1 min at depth. About 2 min at the surface while getting 20um net unwrapped. Lots of centric diatoms.","NA"
"EN627","L8",19,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"Redid tow after hitting bottom (winch issues again); flows are similar again but kind of low again (did tow faster it appears based on angle, but check distance traveled)","NA"
"EN627","L9",22,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"Shallow target just in case they didn't fix the winch (they did). 335 flowmeter way off; took it apart before tow to fix an offset digit. Aborted initial tow due to no winch readout, but pulled up, fixed, rinsed, redeployed (reread flow numbers)","NA"
"EN627","L10",24,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"Now 150 flow meter is off and 335 looks reasonable","NA"
"EN627","L11",25,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"335 flow off, 150 looks reasonable. At surface for 3 min while 20um untwisted.","NA"
"EN627","u11c",29,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"335 flow off, 150 looks reasonable.","NA"
"EN627","L5",40,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"335 flow off, 150 looks reasonable.","NA"
"EN627","L1",44,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"Both flows look right. Sand lance (1 yo) caught in bongo and frozen.","NA"
"EN627","MVCO",45,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"Both flows look right.","NA"
"EN627","L2",7,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"NOAA flowmeter on 150 after ours froze and opened up; reassembled for L4 and onward; the 150 flowcounts here are impossible--way too high. But this is based on the number next to a scratched out number on the datasheet. Using the scratched out number (used here; why it's in bold), the volume is reasonable.The 335 are way too low--which often happened this cruise (and I cannot explain it--going to send both back to GO, since it sometimes happened to our other one).","NA"
"EN627","L3",8,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"NOAA flowmete on 150; 150 flow seems reasonable, 335 too low; TDR data in same file as B7; 1 min pause at bottom","NA"
